representative,ticker,transaction_date,transaction_type,range,price_change
Marjorie Taylor Greene,ADBE,2025-02-12,Purchase,"$1,001 - $15,000",-16.3151525628836
Julie Johnson,MKTX,2025-02-12,Sale,"$1,001 - $15,000",12.4202996215852
Julie Johnson,EIX,2025-02-12,Purchase,"$1,001 - $15,000",10.4214123006834
Julie Johnson,VST,2025-02-12,Purchase,"$1,001 - $15,000",-21.6253526198908
Julie Johnson,BA,2025-02-12,Purchase,"$1,001 - $15,000",-4.37046979865771
Marjorie Taylor Greene,GS,2025-02-12,Purchase,"$1,001 - $15,000",-12.9214175654854
Julie Johnson,TER,2025-02-12,Purchase,"$1,001 - $15,000",-21.54384077461
Julie Johnson,APTV,2025-02-12,Purchase,"$1,001 - $15,000",-4.58365164247517
Julie Johnson,WBA,2025-02-12,Sale,"$1,001 - $15,000",17.2122492080253
Josh Gottheimer,SHOP,2025-02-12,Purchase,"$1,001 - $15,000",-13.5114947298531
Julie Johnson,PFE,2025-02-12,Sale,"$1,001 - $15,000",3.18021201413428
Julie Johnson,JNPR,2025-02-12,Sale,"$1,001 - $15,000",-0.825309491059159
Tina Smith,GIS,2025-02-11,Sale (Full),"$100,001 - $250,000",-1.19629317607414
Julie Johnson,TFC,2025-02-11,Sale,"$1,001 - $15,000",-12.5052809463456
Tina Smith,PEP,2025-02-11,Sale (Full),"$100,001 - $250,000",-0.130458665201866
Julie Johnson,CACI,2025-02-11,Sale,"$1,001 - $15,000",0.328839197632355
Rob Bresnahan,MNDY,2025-02-11,Purchase,"$1,001 - $15,000",-19.05037814101
Julie Johnson,ZBH,2025-02-11,Sale,"$1,001 - $15,000",11.8710850676904
Julie Johnson,PYPL,2025-02-11,Sale,"$1,001 - $15,000",-7.89922582338275
Julie Johnson,DOX,2025-02-11,Sale,"$1,001 - $15,000",2.25903614457832
Julie Johnson,TSLA,2025-02-11,Sale,"$1,001 - $15,000",-24.2891933028919
Rob Bresnahan,ON,2025-02-11,Sale,"$1,001 - $15,000",-8.65846025453786
Rob Bresnahan,MTSI,2025-02-10,Purchase,"$1,001 - $15,000",-12.9205702647658
Rob Bresnahan,TTD,2025-02-10,Sale,"$1,001 - $15,000",-54.047657907622
Rob Bresnahan,BABA,2025-02-10,Purchase,"$1,001 - $15,000",21.397772188286
Tim Moore,F,2025-02-10,Purchase,"$15,001 - $50,000",8.22510822510822
Rob Bresnahan,MSFT,2025-02-10,Sale,"$1,001 - $15,000",-5.08466352918345
April Mcclain Delaney,CLH,2025-02-10,Sale,"$1,001 - $15,000",-16.6716158316718
Rob Bresnahan,NET,2025-02-10,Purchase,"$1,001 - $15,000",-30.8829497362166
Josh Gottheimer,XNGSY,2025-02-10,Sale,"$1,001 - $15,000",16.8782673637043
Rob Bresnahan,TTWO,2025-02-10,Purchase,"$1,001 - $15,000",0.451743447367186
April Mcclain Delaney,BRO,2025-02-10,Sale,"$1,001 - $15,000",8.82379946745019
Josh Gottheimer,DSCSY,2025-02-10,Purchase,"$1,001 - $15,000",-27.2786458333333
Ron Wyden,LLY,2025-02-10,Sale (Full),"$50,001 - $100,000",-3.60348954976521
April Mcclain Delaney,TRMB,2025-02-10,Sale,"$1,001 - $15,000",-5.1371705217859
Tim Moore,HOG,2025-02-10,Sale,"$100,001 - $250,000",-4.11331005044625
April Mcclain Delaney,TSCO,2025-02-09,Purchase,"$1,001 - $15,000",-3.61932757670402
April Mcclain Delaney,PAYX,2025-02-09,Purchase,"$1,001 - $15,000",-2.71410108155906
April Mcclain Delaney,LH,2025-02-08,Purchase,"$1,001 - $15,000",-4.43528643708177
April Mcclain Delaney,FBIN,2025-02-08,Purchase,"$1,001 - $15,000",-8.95696571845368
April Mcclain Delaney,CNM,2025-02-08,Purchase,"$1,001 - $15,000",-11.7550274223035
Josh Gottheimer,DSCSY,2025-02-07,Purchase,"$1,001 - $15,000",-26.4405663483701
April Mcclain Delaney,CLH,2025-02-07,Sale,"$1,001 - $15,000",-16.1880786790118
Josh Gottheimer,ABEV,2025-02-07,Sale,"$1,001 - $15,000",28.2608695652174
Rob Bresnahan,LOW,2025-02-07,Sale,"$15,001 - $50,000",-9.87139795189331
Tim Moore,F,2025-02-07,Purchase,"$50,001 - $100,000",8.22510822510822
Josh Gottheimer,XNGSY,2025-02-07,Sale,"$1,001 - $15,000",19.0566755420312
Thomas H. Kean Jr,MDLZ,2025-02-07,Purchase,"$1,001 - $15,000",10.3678357570573
Scott Scott Franklin,BWIN,2025-02-07,Sale,"$1,000,001 - $5,000,000",3.85707524846191
Thomas H. Kean Jr,PRNDY,2025-02-07,Sale,"$1,001 - $15,000",-1.15606936416186
Debbie Wasserman Schultz,HURC,2025-02-06,Sale,"$1,001 - $15,000",-28.4375
April Mcclain Delaney,BRO,2025-02-06,Sale,"$1,001 - $15,000",9.97494664563422
Tim Moore,SMCYY,2025-02-06,Sale,"$100,001 - $250,000",
Josh Gottheimer,ABEV,2025-02-06,Sale,"$1,001 - $15,000",28.2608695652174
April Mcclain Delaney,CPAY,2025-02-06,Purchase,"$1,001 - $15,000",-11.0024387113336
Ron Wyden,IRBT,2025-02-06,Sale (Full),"$1,001 - $15,000",-57.8947368421053
Josh Gottheimer,TWLO,2025-02-06,Purchase,"$1,001 - $15,000",-29.8311062877298
Josh Gottheimer,AVGO,2025-02-06,Purchase,"$1,001 - $15,000",-17.1594052558783
Tim Moore,F,2025-02-06,Purchase,"$15,001 - $50,000",7.99136069114471
Josh Gottheimer,PYPL,2025-02-06,Sale,"$1,001 - $15,000",-10.6656484663357
Ron Wyden,SOLV,2025-02-06,Sale (Full),"$1,001 - $15,000",-1.08317732013908
Tim Moore,HOG,2025-02-06,Purchase,"$100,001 - $250,000",-7.52245508982035
Scott Scott Franklin,BWIN,2025-02-06,Sale,"$15,001 - $50,000",6.76234492824131
Gerald E. Connolly,D,2025-02-05,Sale,"$1,001 - $15,000",0.831792975970417
William R. Keating,ACN,2025-02-05,Purchase,"$1,001 - $15,000",-23.3345888261143
John Boozman,JPM,2025-02-05,Sale (Partial),"$1,001 - $15,000",-10.64970602374
Shelley Moore Capito,AAPL,2025-02-05,Sale (Partial),"$1,001 - $15,000",-6.10831505140448
Josh Gottheimer,TSLA,2025-02-05,Purchase,"$1,001 - $15,000",-34.2332813285031
Tim Moore,HOG,2025-02-05,Sale,"$100,001 - $250,000",-6.40151515151514
April Mcclain Delaney,BRO,2025-02-05,Sale,"$1,001 - $15,000",10.9841745481787
Julie Johnson,NXPI,2025-02-05,Purchase,"$1,001 - $15,000",-5.90883511536298
Julie Johnson,MCHP,2025-02-05,Sale,"$1,001 - $15,000",-3.32710280373832
April Mcclain Delaney,PAYX,2025-02-05,Purchase,"$1,001 - $15,000",-5.20315503413534
John Boozman,BAC,2025-02-05,Sale (Partial),"$1,001 - $15,000",-9.84928889832307
Gerald E. Connolly,LDOS,2025-02-05,Sale,"$1,001 - $15,000",-5.27992073041261
John Boozman,MA,2025-02-05,Purchase,"$1,001 - $15,000",-5.40359179925478
Cleo Fields,NVDA,2025-02-05,Sale,"$500,001 - $1,000,000",-5.7117680044861
April Mcclain Delaney,LH,2025-02-05,Purchase,"$1,001 - $15,000",-6.3122524900996
Max Miller,"GLAS FUNDS, LP",2025-02-05,Purchase,"$1,001 - $15,000",
Tim Moore,F,2025-02-05,Sale,"$50,001 - $100,000",-0.0999000999000978
Gerald E. Connolly,SAIC,2025-02-05,Sale,"$1,001 - $15,000",-1.05577875362048
William R. Keating,MSFT,2025-02-05,Purchase,"$1,001 - $15,000",-5.33039754167776
John Boozman,AXP,2025-02-05,Purchase,"$1,001 - $15,000",-15.6054035503697
John Boozman,MSFT,2025-02-05,Purchase,"$1,001 - $15,000",-5.33039754167776
William R. Keating,ARMK,2025-02-05,Purchase,"$1,001 - $15,000",-9.11011354634274
John Boozman,LRCX,2025-02-05,Sale (Partial),"$1,001 - $15,000",-7.44447156455943
William R. Keating,PEP,2025-02-05,Purchase,"$1,001 - $15,000",-0.144171357956891
James Comer,TTD,2025-02-04,Sale,"$1,001 - $15,000",-50.4051435617404
Tim Moore,SMCYY,2025-02-04,Purchase,"$15,001 - $50,000",
John Boozman,AMZN,2025-02-04,Purchase,"$1,001 - $15,000",-18.9415847310584
Shelley Moore Capito,CEG,2025-02-04,Purchase,"$1,001 - $15,000",-27.3724414846734
Tim Moore,HOG,2025-02-04,Purchase,"$50,001 - $100,000",-7.86726323639075
Tim Moore,F,2025-02-04,Purchase,"$50,001 - $100,000",-1.5748031496063
John Boozman,QSR,2025-02-04,Sale (Full),"$1,001 - $15,000",8.18666236072986
Shelley Moore Capito,MSFT,2025-02-04,Sale (Partial),"$1,001 - $15,000",-5.11918907776997
Josh Gottheimer,TDG,2025-02-04,Sale,"$1,001 - $15,000",2.94113148677789
Rob Bresnahan,INTC,2025-02-03,Purchase,"$1,001 - $15,000",25.1805985552116
Markwayne Mullin,AIT,2025-02-03,Purchase,"$1,001 - $15,000",-13.1238876421883
Julie Johnson,ETN,2025-02-03,Purchase,"$1,001 - $15,000",-6.33144161567484
Josh Gottheimer,UNP,2025-02-03,Purchase,"$1,001 - $15,000",-3.76100732450005
Victoria Spartz,SPG,2025-02-03,Purchase,"$15,001 - $50,000",-6.52211521826884
Rob Bresnahan,NOW,2025-02-03,Purchase,"$1,001 - $15,000",-18.9227574588125
Rob Bresnahan,INTC,2025-02-03,Purchase,"$1,001 - $15,000",25.1805985552116
Markwayne Mullin,MTZ,2025-02-03,Purchase,"$1,001 - $15,000",-12.4020057913694
Rob Bresnahan,TTWO,2025-02-03,Purchase,"$1,001 - $15,000",14.7256408878379
Rob Bresnahan,INTC,2025-02-03,Purchase,"$1,001 - $15,000",25.1805985552116
Rob Bresnahan,TTWO,2025-02-03,Purchase,"$1,001 - $15,000",14.7256408878379
Rob Bresnahan,TTWO,2025-02-03,Purchase,"$1,001 - $15,000",14.7256408878379
Rob Bresnahan,NOW,2025-02-03,Purchase,"$1,001 - $15,000",-18.9227574588125
Markwayne Mullin,DELL,2025-02-03,Purchase,"$1,001 - $15,000",-2.51773403936458
Mark Dr Green,NGL,2025-02-03,Sale,"$250,001 - $500,000",-13.8632162661738
Markwayne Mullin,CRDO,2025-02-03,Purchase,"$1,001 - $15,000",-35.4685976883442
Gilbert Cisneros,ICFI,2025-02-03,Sale,"$1,001 - $15,000",-28.6223883132325
Markwayne Mullin,LRN,2025-02-03,Purchase,"$1,001 - $15,000",-11.4049106494261
Markwayne Mullin,IRM,2025-02-03,Purchase,"$1,001 - $15,000",-13.016693163752
Markwayne Mullin,GS,2025-02-03,Purchase,"$1,001 - $15,000",-10.6314341287537
Josh Gottheimer,AAPL,2025-02-03,Sale,"$1,001 - $15,000",-4.27174246743563
Markwayne Mullin,COHR,2025-02-03,Purchase,"$1,001 - $15,000",-22.0114285714286
Josh Gottheimer,WMT,2025-02-03,Purchase,"$1,001 - $15,000",-13.6226642555756
Josh Gottheimer,XYZ,2025-02-03,Purchase,"$1,001 - $15,000",-32.2505543237251
Markwayne Mullin,PRMB,2025-02-03,Purchase,"$1,001 - $15,000",-1.79440389294405
Josh Gottheimer,SHOP,2025-02-03,Purchase,"$1,001 - $15,000",-8.89937931637382
Markwayne Mullin,WAB,2025-02-03,Purchase,"$1,001 - $15,000",-9.70484753713838
Thomas H. Kean Jr,MSFT,2025-01-31,Purchase,"$1,001 - $15,000",-5.73411073097866
Josh Gottheimer,BABA,2025-01-31,Purchase,"$1,001 - $15,000",36.7260218535006
Josh Gottheimer,MA,2025-01-31,Purchase,"$1,001 - $15,000",-3.55400320472425
Gilbert Cisneros,HE,2025-01-31,Purchase,"$50,001 - $100,000",19.8030634573304
Gilbert Cisneros,CACI,2025-01-31,Purchase,"$15,001 - $50,000",-5.21410448920416
Josh Gottheimer,MSFT,2025-01-31,Sale,"$1,001 - $15,000",-5.73411073097866
Josh Gottheimer,ANET,2025-01-31,Sale,"$1,001 - $15,000",-27.8573288206196
Josh Gottheimer,V,2025-01-31,Purchase,"$1,001 - $15,000",-1.79637214745465
Josh Gottheimer,TSLA,2025-01-31,Purchase,"$1,001 - $15,000",-38.5294117647059
Josh Gottheimer,ICFI,2025-01-31,Sale,"$1,001 - $15,000",-27.9924599434496
James French Hill,CVS,2025-01-31,Sale,"$15,001 - $50,000",18.7145892351275
Josh Gottheimer,TWLO,2025-01-31,Purchase,"$1,001 - $15,000",-29.4242052121708
Mark Dr Green,NGL,2025-01-30,Sale,"$500,001 - $1,000,000",-16.1870503597122
Rob Bresnahan,MSFT,2025-01-30,Sale,"$1,001 - $15,000",-5.71821007735127
Josh Gottheimer,MMM,2025-01-30,Purchase,"$1,001 - $15,000",-2.61658031088082
Josh Gottheimer,GLW,2025-01-30,Purchase,"$1,001 - $15,000",-2.92058411682337
Rob Bresnahan,MSFT,2025-01-30,Sale,"$1,001 - $15,000",-5.71821007735127
Gilbert Cisneros,ISRG,2025-01-30,Purchase,"$1,001 - $15,000",-15.1142748802096
Josh Gottheimer,MA,2025-01-30,Purchase,"$1,001 - $15,000",-5.35679581632832
Rob Bresnahan,BABA,2025-01-30,Purchase,"$1,001 - $15,000",31.5359159042243
Josh Gottheimer,TT,2025-01-30,Sale,"$1,001 - $15,000",-5.23585935793842
Gilbert Cisneros,AVGO,2025-01-30,Sale,"$1,001 - $15,000",-11.1286283965501
Josh Gottheimer,V,2025-01-30,Purchase,"$1,001 - $15,000",-2.15420492639557
Tim Moore,HOG,2025-01-30,Purchase,"$15,001 - $50,000",-10.5034407823252
Josh Gottheimer,TSLA,2025-01-30,Purchase,"$1,001 - $15,000",-37.865993804337
Rob Bresnahan,NVDA,2025-01-29,Sale,"$1,001 - $15,000",-4.85044462409054
Josh Gottheimer,UNP,2025-01-29,Purchase,"$1,001 - $15,000",-6.2793027449409
Tim Moore,HOG,2025-01-29,Purchase,"$50,001 - $100,000",-10.1781170483461
Rob Bresnahan,BABA,2025-01-29,Purchase,"$1,001 - $15,000",39.722911497105
Rob Bresnahan,HOOD,2025-01-29,Sale,"$1,001 - $15,000",-13.2746823069404
Josh Gottheimer,CRM,2025-01-29,Purchase,"$1,001 - $15,000",-20.728813559322
Rob Bresnahan,MANH,2025-01-29,Sale,"$1,001 - $15,000",-23.2274277508526
Rob Bresnahan,CRDO,2025-01-29,Sale,"$1,001 - $15,000",-21.1770709304303
Josh Gottheimer,UBER,2025-01-29,Sale,"$1,001 - $15,000",13.6179775280899
Gilbert Cisneros,USPH,2025-01-29,Purchase,"$1,001 - $15,000",-17.7978543195934
Gilbert Cisneros,SWTX,2025-01-29,Purchase,"$1,001 - $15,000",36.6100766703176
Gilbert Cisneros,AVGO,2025-01-29,Purchase,"$1,001 - $15,000",-7.11897261933608
Rob Bresnahan,MANH,2025-01-29,Sale,"$1,001 - $15,000",-23.2274277508526
Gilbert Cisneros,CRNX,2025-01-29,Purchase,"$1,001 - $15,000",-12.5952260030472
Rob Bresnahan,CRDO,2025-01-29,Sale,"$1,001 - $15,000",-21.1770709304303
Josh Gottheimer,PWR,2025-01-29,Sale,"$1,001 - $15,000",-9.93284083277367
Rob Bresnahan,HOOD,2025-01-29,Sale,"$1,001 - $15,000",-13.2746823069404
Rob Bresnahan,NVDA,2025-01-29,Sale,"$1,001 - $15,000",-4.85044462409054
Gilbert Cisneros,AGIO,2025-01-29,Purchase,"$1,001 - $15,000",-7.20426919656091
Rob Bresnahan,HOOD,2025-01-29,Sale,"$1,001 - $15,000",-13.2746823069404
Gilbert Cisneros,FNA,2025-01-29,Purchase,"$1,001 - $15,000",0.153964588144723
Josh Gottheimer,ABT,2025-01-29,Purchase,"$1,001 - $15,000",-1.18880025027373
Josh Gottheimer,AVGO,2025-01-29,Sale,"$1,001 - $15,000",-7.11897261933608
Josh Gottheimer,ETN,2025-01-29,Sale,"$1,001 - $15,000",-6.97732997481109
Rob Bresnahan,CRDO,2025-01-29,Sale,"$1,001 - $15,000",-21.1770709304303
Josh Gottheimer,ISRG,2025-01-29,Sale,"$1,001 - $15,000",-14.0070891026872
Josh Gottheimer,NVDA,2025-01-29,Sale,"$1,001 - $15,000",-4.85044462409054
Rob Bresnahan,BABA,2025-01-29,Purchase,"$1,001 - $15,000",39.722911497105
Rob Bresnahan,BABA,2025-01-29,Purchase,"$1,001 - $15,000",39.722911497105
Rob Bresnahan,META,2025-01-29,Sale,"$1,001 - $15,000",-11.8612248518086
Rob Bresnahan,MANH,2025-01-29,Sale,"$1,001 - $15,000",-23.2274277508526
Rob Bresnahan,META,2025-01-29,Sale,"$1,001 - $15,000",-11.8612248518086
Gilbert Cisneros,LRCX,2025-01-28,Sale,"$15,001 - $50,000",1.78499530264394
Josh Gottheimer,V,2025-01-28,Purchase,"$1,001 - $15,000",0.352786414733319
Julie Johnson,INTU,2025-01-28,Sale,"$1,001 - $15,000",0.562714347551027
Josh Gottheimer,ORCL,2025-01-28,Sale,"$1,001 - $15,000",-7.17682926829269
Rob Bresnahan,CRWD,2025-01-28,Purchase,"$1,001 - $15,000",-11.3634139179798
Josh Gottheimer,ANET,2025-01-28,Sale,"$1,001 - $15,000",-21.9729678993805
Rob Bresnahan,TEAM,2025-01-28,Purchase,"$1,001 - $15,000",-17.2436387463143
Rob Bresnahan,NVDA,2025-01-28,Sale,"$1,001 - $15,000",-8.75261648189783
Josh Gottheimer,AVGO,2025-01-28,Sale,"$1,001 - $15,000",-7.57137345679013
Josh Gottheimer,TSM,2025-01-28,Sale,"$1,001 - $15,000",-12.6828063241107
Rob Bresnahan,AVGO,2025-01-28,Sale,"$1,001 - $15,000",-7.57137345679013
Mark Dr Green,NGL,2025-01-28,Sale,"$50,001 - $100,000",-14.8080438756856
Julie Johnson,PEP,2025-01-28,Sale,"$1,001 - $15,000",-3.1946755407654
Rob Bresnahan,ZM,2025-01-28,Purchase,"$1,001 - $15,000",-14.2937725631769
Josh Gottheimer,TSLA,2025-01-28,Purchase,"$1,001 - $15,000",-37.5241779497099
Gilbert Cisneros,LNTH,2025-01-28,Purchase,"$1,001 - $15,000",7.22045429606057
John Boozman,IVW,2025-01-28,Sale (Partial),"$1,001 - $15,000",-9.15964777947933
Scott Scott Franklin,COST,2025-01-28,Sale,"$1,001 - $15,000",-5.15401545891704
Scott Scott Franklin,COST,2025-01-28,Sale,"$1,001 - $15,000",-5.15401545891704
John Boozman,TBLL,2025-01-28,Purchase,"$1,001 - $15,000",0.284333238555584
John Boozman,HPQ,2025-01-28,Sale (Full),"$1,001 - $15,000",-12.400733048259
Rob Bresnahan,TEAM,2025-01-28,Purchase,"$1,001 - $15,000",-17.2436387463143
Julie Johnson,DELL,2025-01-28,Sale,"$1,001 - $15,000",-3.67262316122027
Rob Bresnahan,ZM,2025-01-28,Purchase,"$1,001 - $15,000",-14.2937725631769
Rob Bresnahan,ZM,2025-01-28,Purchase,"$1,001 - $15,000",-14.2937725631769
Scott Scott Franklin,COST,2025-01-28,Sale,"$50,001 - $100,000",-5.15401545891704
Rob Bresnahan,TEAM,2025-01-28,Purchase,"$1,001 - $15,000",-17.2436387463143
Gilbert Cisneros,WTW,2025-01-28,Purchase,"$1,001 - $15,000",2.03637255803968
Julie Johnson,ALE,2025-01-28,Sale,"$1,001 - $15,000",0.198291641244654
Rob Bresnahan,CRWD,2025-01-28,Purchase,"$1,001 - $15,000",-11.3634139179798
Josh Gottheimer,NVDA,2025-01-28,Sale,"$1,001 - $15,000",-8.75261648189783
Josh Gottheimer,ABT,2025-01-28,Purchase,"$1,001 - $15,000",-0.824240521234004
John Boozman,NRG,2025-01-28,Purchase,"$1,001 - $15,000",-0.208188757807086
Rob Bresnahan,CRWD,2025-01-28,Purchase,"$1,001 - $15,000",-11.3634139179798
Julie Johnson,PPG,2025-01-27,Sale,"$1,001 - $15,000",-10.9099686217717
Max Miller,GLA,2025-01-27,Purchase,"$1,001 - $15,000",
Josh Gottheimer,CDRE,2025-01-27,Purchase,"$1,001 - $15,000",-21.7620481927711
Josh Gottheimer,GBOOY,2025-01-27,Purchase,"$1,001 - $15,000",2.84059569773856
Josh Gottheimer,MRK,2025-01-27,Sale,"$15,001 - $50,000",-4.9315907698591
Josh Gottheimer,CLPBY,2025-01-27,Purchase,"$1,001 - $15,000",-8.40480274442539
Josh Gottheimer,GLW,2025-01-27,Purchase,"$1,001 - $15,000",-2.01897839693115
Josh Gottheimer,MELI,2025-01-27,Sale,"$1,001 - $15,000",13.5032502708559
Josh Gottheimer,FICO,2025-01-27,Sale,"$1,001 - $15,000",0.577975079234135
Rudy C. Yakym Iii,"3.MONTH, MATURE",2025-01-27,Purchase,"$15,001 - $50,000",
Josh Gottheimer,ABEV,2025-01-27,Purchase,"$1,001 - $15,000",28.9617486338798
Gilbert Cisneros,CCI,2025-01-24,Purchase,"$1,001 - $15,000",20.228274381286
Gilbert Cisneros,ABNB,2025-01-24,Sale,"$1,001 - $15,000",1.34550318671808
Gilbert Cisneros,MRK,2025-01-24,Sale,"$1,001 - $15,000",-2.55363683935112
Gilbert Cisneros,K,2025-01-24,Purchase,"$1,001 - $15,000",0.781727128374253
Julie Johnson,GS,2025-01-24,Purchase,"$1,001 - $15,000",-11.2670748940179
Gilbert Cisneros,PFE,2025-01-24,Sale,"$1,001 - $15,000",0.728248371023386
Gilbert Cisneros,JNJ,2025-01-24,Sale,"$1,001 - $15,000",11.4493938155565
William R. Keating,KLAC,2025-01-24,Purchase,"$1,001 - $15,000",-5.77872022618762
Gilbert Cisneros,UNH,2025-01-24,Purchase,"$15,001 - $50,000",-2.94078984432217
Gilbert Cisneros,DG,2025-01-24,Sale,"$1,001 - $15,000",16.5505711897464
Gilbert Cisneros,LUV,2025-01-24,Purchase,"$1,001 - $15,000",8.26857320484923
Gilbert Cisneros,MCK,2025-01-24,Sale,"$1,001 - $15,000",11.7634132323608
Josh Gottheimer,ITCI,2025-01-24,Sale,"$1,001 - $15,000",3.37652139772282
Gilbert Cisneros,EIX,2025-01-24,Sale,"$1,001 - $15,000",-1.18906064209274
Gilbert Cisneros,CI,2025-01-24,Sale,"$1,001 - $15,000",7.8361258684103
Gilbert Cisneros,SJM,2025-01-24,Sale,"$1,001 - $15,000",5.77572075981102
Julie Johnson,MS,2025-01-24,Sale,"$1,001 - $15,000",-12.8283268030765
Gilbert Cisneros,MDLZ,2025-01-24,Sale,"$1,001 - $15,000",12.347614071752
Gilbert Cisneros,PCG,2025-01-24,Sale,"$1,001 - $15,000",2.05562273276904
Tim Moore,HOG,2025-01-24,Purchase,"$15,001 - $50,000",-12.9623106727721
Gilbert Cisneros,PLTR,2025-01-24,Purchase,"$1,001 - $15,000",15.1683970625475
Tim Moore,HOG,2025-01-24,Sale,"$15,001 - $50,000",-12.9623106727721
Josh Gottheimer,JNJ,2025-01-24,Purchase,"$1,001 - $15,000",11.4493938155565
Josh Gottheimer,REGN,2025-01-24,Sale,"$1,001 - $15,000",-2.56144660323472
Josh Gottheimer,V,2025-01-24,Purchase,"$1,001 - $15,000",1.65354330708663
William R. Keating,LRCX,2025-01-24,Sale,"$1,001 - $15,000",-4.81927710843374
Gilbert Cisneros,CVS,2025-01-24,Purchase,"$1,001 - $15,000",22.9147571035747
Julie Johnson,PGR,2025-01-24,Purchase,"$1,001 - $15,000",14.2534126120091
Julie Johnson,CB,2025-01-24,Sale,"$1,001 - $15,000",9.27259092613424
Gilbert Cisneros,BA,2025-01-24,Sale,"$1,001 - $15,000",1.16437578098376
Gilbert Cisneros,MSFT,2025-01-24,Purchase,"$1,001 - $15,000",-11.8902850966086
Gilbert Cisneros,D,2025-01-24,Sale,"$1,001 - $15,000",2.00074794315632
Gilbert Cisneros,F,2025-01-24,Purchase,"$1,001 - $15,000",-1.18577075098813
Josh Gottheimer,TEL,2025-01-23,Purchase,"$1,001 - $15,000",-6.88622754491018
Josh Gottheimer,V,2025-01-23,Purchase,"$1,001 - $15,000",2.26988818134732
Josh Gottheimer,UBER,2025-01-23,Sale,"$1,001 - $15,000",11.0395314787701
Josh Gottheimer,TT,2025-01-23,Sale,"$1,001 - $15,000",-13.2778735416823
Josh Gottheimer,ETN,2025-01-23,Sale,"$1,001 - $15,000",-20.0843950336769
Ron Wyden,LLY,2025-01-22,Purchase,"$50,001 - $100,000",11.0865009681954
Josh Gottheimer,WMT,2025-01-22,Purchase,"$1,001 - $15,000",-7.77646680253137
Ashley B. Moody,HWM,2025-01-22,Purchase,"$50,001 - $100,000",3.2673032909794
Gilbert Cisneros,PAR,2025-01-22,Purchase,"$1,001 - $15,000",-14.2619080683238
Ashley B. Moody,AMAT,2025-01-22,Purchase,"$100,001 - $250,000",-22.1932381975346
Gilbert Cisneros,INTA,2025-01-22,Sale,"$1,001 - $15,000",-12.5287026406429
Josh Gottheimer,ORCL,2025-01-22,Sale,"$1,001 - $15,000",-17.3651069373575
Josh Gottheimer,NFLX,2025-01-22,Sale,"$1,001 - $15,000",0.660384280757655
Ashley B. Moody,MU,2025-01-22,Purchase,"$50,001 - $100,000",-13.2838963654674
Marjorie Taylor Greene,NSC,2025-01-21,Purchase,"$1,001 - $15,000",-7.98094103633115
Rob Bresnahan,GOOG,2025-01-21,Sale,"$50,001 - $100,000",-16.7209337273957
Marjorie Taylor Greene,NVDA,2025-01-21,Purchase,"$1,001 - $15,000",-16.424057374139
Ashley B. Moody,OKTA,2025-01-21,Sale (Full),"$50,001 - $100,000",27.2259507829977
Josh Gottheimer,ISRG,2025-01-21,Sale,"$1,001 - $15,000",-18.4781169304112
Marjorie Taylor Greene,KMI,2025-01-21,Purchase,"$1,001 - $15,000",-10.5381165919282
Marjorie Taylor Greene,DVN,2025-01-21,Purchase,"$1,001 - $15,000",-1.57909066158453
William R. Keating,CSGP,2025-01-21,Purchase,"$1,001 - $15,000",5.79827400215749
Marjorie Taylor Greene,ODFL,2025-01-21,Purchase,"$1,001 - $15,000",-13.2384603266292
Josh Gottheimer,PWR,2025-01-21,Sale,"$1,001 - $15,000",-25.0782122905028
Marjorie Taylor Greene,LLY,2025-01-21,Purchase,"$1,001 - $15,000",12.8268337037785
Marjorie Taylor Greene,AMD,2025-01-21,Purchase,"$1,001 - $15,000",-12.9538763493621
